subscription_id,user_id,plan_id,subscription_date,expiry_date,amount,is_renewal,status
3935,1093,3,2025-03-18,2026-03-13,199.99,True,expired
3936,1928,1,2024-07-12,2024-08-11,9.99,False,expired
3937,8750,3,2024-11-28,2025-11-23,199.99,False,expired
3938,2697,2,2025-03-08,2025-04-07,19.99,True,expired
3939,6625,1,2025-04-28,2025-05-28,9.99,False,active
3940,5697,3,2024-08-05,2025-07-31,199.99,False,canceled
3941,3168,2,2024-12-31,2025-01-30,19.99,True,active
3942,4557,1,2024-06-29,2024-07-29,9.99,False,canceled
3943,3330,1,2024-02-01,2024-03-02,9.99,False,canceled
3944,9265,2,2024-05-23,2024-06-22,19.99,False,active
3945,8079,1,2024-10-31,2024-11-30,9.99,False,expired
3946,4186,2,2024-01-21,2024-02-20,19.99,True,canceled
3947,5005,1,2025-04-27,2025-05-27,9.99,True,active
3948,4453,1,2025-05-23,2025-06-22,9.99,False,canceled
3949,6723,1,2024-04-13,2024-05-13,9.99,True,active
3950,2016,1,2023-12-03,2024-01-02,9.99,False,canceled
3951,662,2,2024-10-26,2024-11-25,19.99,False,active
3952,9574,2,2024-04-07,2024-05-07,19.99,True,active
3953,9205,3,2024-06-18,2025-06-13,199.99,False,expired
3954,5006,1,2024-08-22,2024-09-21,9.99,False,active
3955,4381,2,2025-03-16,2025-04-15,19.99,False,expired
3956,9818,1,2024-08-20,2024-09-19,9.99,False,active
3957,9775,2,2024-01-01,2024-01-31,19.99,True,canceled
3958,6683,3,2023-09-01,2024-08-26,199.99,False,canceled
3959,7297,3,2023-08-23,2024-08-17,199.99,False,expired
3960,7561,3,2025-01-21,2026-01-16,199.99,True,expired
3961,7936,1,2023-10-03,2023-11-02,9.99,True,expired
3962,5286,1,2023-10-31,2023-11-30,9.99,True,canceled
3963,9669,1,2023-08-26,2023-09-25,9.99,False,expired
3964,8120,2,2025-03-25,2025-04-24,19.99,True,expired
3965,5306,1,2024-07-25,2024-08-24,9.99,False,active
3966,1751,2,2024-03-15,2024-04-14,19.99,False,active
3967,329,2,2025-01-05,2025-02-04,19.99,True,active
3968,5738,2,2024-03-18,2024-04-17,19.99,True,active
3969,4809,1,2024-08-01,2024-08-31,9.99,True,active
3970,6702,3,2023-08-24,2024-08-18,199.99,False,canceled
3971,7617,2,2023-11-22,2023-12-22,19.99,True,canceled
3972,10,2,2025-02-05,2025-03-07,19.99,True,active
3973,7339,3,2024-12-16,2025-12-11,199.99,False,active
3974,7194,2,2024-07-22,2024-08-21,19.99,True,expired
3975,5338,1,2024-04-08,2024-05-08,9.99,False,canceled
3976,2924,3,2024-07-08,2025-07-03,199.99,False,active
3977,9331,3,2024-08-09,2025-08-04,199.99,True,expired
3978,4819,1,2023-11-06,2023-12-06,9.99,True,canceled
3979,6672,2,2023-10-19,2023-11-18,19.99,False,active
3980,2752,2,2025-05-19,2025-06-18,19.99,True,active
3981,5698,2,2023-09-14,2023-10-14,19.99,True,active
3982,6493,3,2023-12-30,2024-12-24,199.99,True,expired
3983,1094,2,2024-09-03,2024-10-03,19.99,False,canceled
3984,4469,2,2024-12-03,2025-01-02,19.99,True,canceled
3985,6858,1,2023-11-06,2023-12-06,9.99,False,canceled
3986,7658,3,2024-12-10,2025-12-05,199.99,True,expired
3987,735,3,2024-08-26,2025-08-21,199.99,True,canceled
3988,352,2,2025-02-03,2025-03-05,19.99,True,canceled
3989,5750,1,2024-03-23,2024-04-22,9.99,True,canceled
3990,1060,1,2023-07-17,2023-08-16,9.99,False,active
3991,7722,1,2023-08-30,2023-09-29,9.99,True,active
3992,2536,3,2024-04-21,2025-04-16,199.99,True,expired
3993,7078,2,2024-10-26,2024-11-25,19.99,False,canceled
3994,6652,2,2023-08-12,2023-09-11,19.99,False,expired
3995,70,2,2025-03-03,2025-04-02,19.99,True,expired
3996,2929,2,2023-09-04,2023-10-04,19.99,True,expired
3997,1867,3,2025-01-05,2025-12-31,199.99,False,expired
3998,4548,1,2023-12-06,2024-01-05,9.99,False,active
3999,2731,3,2023-10-26,2024-10-20,199.99,False,active
4000,7641,3,2024-06-10,2025-06-05,199.99,True,canceled
4001,9078,1,2025-03-14,2025-04-13,9.99,True,expired
4002,525,2,2023-11-17,2023-12-17,19.99,False,active
4003,3061,1,2024-07-10,2024-08-09,9.99,True,canceled
4004,7268,3,2024-02-01,2025-01-26,199.99,False,canceled
4005,5848,2,2024-01-21,2024-02-20,19.99,False,active
4006,6698,1,2025-05-26,2025-06-25,9.99,False,active
4007,495,2,2024-05-18,2024-06-17,19.99,True,expired
4008,5699,3,2024-05-18,2025-05-13,199.99,False,canceled
4009,138,2,2024-01-20,2024-02-19,19.99,True,expired
4010,6120,1,2024-03-09,2024-04-08,9.99,False,expired
4011,8073,2,2024-01-19,2024-02-18,19.99,False,active
4012,2076,1,2025-03-01,2025-03-31,9.99,False,expired
4013,9613,3,2024-04-01,2025-03-27,199.99,False,expired
4014,2840,2,2024-10-20,2024-11-19,19.99,False,expired
4015,2466,2,2025-07-02,2025-08-01,19.99,True,canceled
4016,7060,1,2024-05-20,2024-06-19,9.99,True,canceled
4017,3066,2,2025-05-25,2025-06-24,19.99,False,active
4018,6000,1,2025-01-06,2025-02-05,9.99,False,expired
4019,7320,3,2023-11-21,2024-11-15,199.99,False,active
4020,9586,1,2023-08-21,2023-09-20,9.99,False,expired
4021,4104,3,2024-03-06,2025-03-01,199.99,False,active
4022,1097,1,2025-06-21,2025-07-21,9.99,False,active
4023,4377,2,2025-03-08,2025-04-07,19.99,False,expired
4024,326,3,2024-05-31,2025-05-26,199.99,True,expired
4025,8070,2,2024-03-28,2024-04-27,19.99,True,active
4026,3234,2,2024-07-24,2024-08-23,19.99,False,active
4027,6500,2,2025-06-02,2025-07-02,19.99,False,active
4028,5241,1,2024-03-30,2024-04-29,9.99,False,canceled
4029,4068,1,2024-08-17,2024-09-16,9.99,True,active
4030,4288,2,2024-05-05,2024-06-04,19.99,True,expired
4031,8357,1,2025-05-14,2025-06-13,9.99,True,active
4032,4420,3,2025-06-09,2026-06-04,199.99,True,active
4033,9550,3,2025-01-24,2026-01-19,199.99,False,active
4034,9149,3,2024-03-04,2025-02-27,199.99,False,active
4035,9103,3,2024-11-05,2025-10-31,199.99,False,active
4036,7331,2,2023-09-08,2023-10-08,19.99,True,active
4037,6584,3,2024-05-18,2025-05-13,199.99,True,canceled
4038,9855,1,2025-01-25,2025-02-24,9.99,True,expired
4039,233,3,2024-04-10,2025-04-05,199.99,True,canceled
4040,8438,3,2023-10-23,2024-10-17,199.99,True,canceled
4041,8321,1,2025-01-14,2025-02-13,9.99,True,canceled
4042,264,1,2024-05-15,2024-06-14,9.99,True,canceled
4043,413,2,2025-04-14,2025-05-14,19.99,True,expired
4044,1841,3,2024-06-18,2025-06-13,199.99,True,canceled
4045,6172,3,2023-09-09,2024-09-03,199.99,True,canceled
4046,8491,3,2025-05-18,2026-05-13,199.99,False,expired
4047,9672,1,2025-04-29,2025-05-29,9.99,True,active
4048,3866,1,2023-10-28,2023-11-27,9.99,True,canceled
4049,6797,3,2025-06-09,2026-06-04,199.99,False,canceled
4050,362,1,2025-02-18,2025-03-20,9.99,True,active
4051,4762,2,2023-10-02,2023-11-01,19.99,False,canceled
4052,4232,1,2025-06-05,2025-07-05,9.99,True,active
4053,5681,3,2025-02-03,2026-01-29,199.99,True,canceled
4054,2601,1,2025-02-06,2025-03-08,9.99,False,canceled
4055,8344,3,2024-02-29,2025-02-23,199.99,False,expired
4056,5260,3,2025-05-24,2026-05-19,199.99,True,active
4057,6370,1,2024-08-18,2024-09-17,9.99,True,active
4058,4010,1,2024-11-30,2024-12-30,9.99,True,expired
4059,4256,3,2024-02-20,2025-02-14,199.99,False,canceled
4060,6837,3,2024-04-09,2025-04-04,199.99,False,canceled
4061,1966,2,2025-02-01,2025-03-03,19.99,False,canceled
4062,8045,3,2025-04-05,2026-03-31,199.99,True,active
4063,372,2,2023-09-12,2023-10-12,19.99,False,active
4064,4968,1,2024-10-28,2024-11-27,9.99,False,canceled
4065,1646,2,2025-01-24,2025-02-23,19.99,False,canceled
4066,647,3,2024-01-14,2025-01-08,199.99,False,active
4067,9234,2,2023-07-10,2023-08-09,19.99,True,active
4068,2083,1,2024-07-16,2024-08-15,9.99,True,canceled
4069,2421,2,2024-12-14,2025-01-13,19.99,False,canceled
4070,4173,1,2024-07-15,2024-08-14,9.99,True,canceled
4071,1618,1,2025-02-12,2025-03-14,9.99,False,canceled
4072,8029,2,2023-07-12,2023-08-11,19.99,False,expired
4073,6503,1,2024-10-29,2024-11-28,9.99,True,expired
4074,5291,3,2024-01-18,2025-01-12,199.99,True,expired
4075,4021,2,2023-10-27,2023-11-26,19.99,True,expired
4076,3593,2,2025-01-24,2025-02-23,19.99,False,expired
4077,4576,1,2025-04-03,2025-05-03,9.99,False,expired
4078,8691,2,2025-01-09,2025-02-08,19.99,True,expired
4079,2818,1,2024-04-18,2024-05-18,9.99,False,expired
4080,6277,2,2023-09-19,2023-10-19,19.99,False,expired
4081,3214,1,2024-09-23,2024-10-23,9.99,False,expired
4082,9797,2,2023-07-30,2023-08-29,19.99,True,canceled
4083,7137,3,2024-10-05,2025-09-30,199.99,True,active
4084,3933,2,2024-06-05,2024-07-05,19.99,True,active
4085,2852,2,2024-08-02,2024-09-01,19.99,False,active
4086,4167,1,2024-09-07,2024-10-07,9.99,True,expired
4087,9951,3,2024-02-28,2025-02-22,199.99,False,canceled
4088,7706,3,2024-08-27,2025-08-22,199.99,True,active
4089,2199,3,2023-08-30,2024-08-24,199.99,True,active
4090,7445,2,2023-09-14,2023-10-14,19.99,True,expired
4091,439,2,2024-08-12,2024-09-11,19.99,True,expired
4092,4853,2,2024-07-02,2024-08-01,19.99,True,active
4093,6334,3,2025-06-15,2026-06-10,199.99,False,canceled
4094,7452,1,2024-10-30,2024-11-29,9.99,False,expired
4095,3499,2,2024-07-19,2024-08-18,19.99,True,expired
4096,4619,3,2024-07-16,2025-07-11,199.99,True,expired
4097,1200,1,2023-08-27,2023-09-26,9.99,True,active
4098,3905,3,2024-05-25,2025-05-20,199.99,True,expired
4099,7065,3,2024-01-09,2025-01-03,199.99,False,canceled
4100,9390,3,2024-09-02,2025-08-28,199.99,True,canceled
4101,6915,3,2024-11-11,2025-11-06,199.99,False,expired
4102,4211,2,2024-05-06,2024-06-05,19.99,False,expired
4103,2225,1,2024-06-22,2024-07-22,9.99,True,active
4104,1008,2,2024-05-07,2024-06-06,19.99,True,expired
4105,3776,3,2024-02-22,2025-02-16,199.99,False,active
4106,7673,3,2024-06-12,2025-06-07,199.99,True,canceled
4107,293,1,2024-11-07,2024-12-07,9.99,False,canceled
4108,7794,3,2024-07-21,2025-07-16,199.99,False,expired
4109,3633,1,2024-05-12,2024-06-11,9.99,False,active
4110,2184,2,2024-06-26,2024-07-26,19.99,True,expired
4111,3703,3,2025-02-28,2026-02-23,199.99,True,active
4112,4321,1,2024-07-28,2024-08-27,9.99,False,canceled
4113,7814,2,2023-09-27,2023-10-27,19.99,True,canceled
4114,7475,2,2024-05-09,2024-06-08,19.99,False,canceled
4115,5556,1,2023-11-10,2023-12-10,9.99,True,active
4116,8539,3,2023-11-27,2024-11-21,199.99,False,active
4117,1528,1,2024-08-12,2024-09-11,9.99,False,expired
4118,5063,2,2025-05-13,2025-06-12,19.99,True,active
4119,6201,1,2024-03-27,2024-04-26,9.99,True,expired
4120,6492,3,2024-10-23,2025-10-18,199.99,False,expired
4121,8283,2,2024-03-26,2024-04-25,19.99,True,active
4122,4676,2,2024-09-22,2024-10-22,19.99,False,expired
4123,9632,3,2025-02-12,2026-02-07,199.99,True,canceled
4124,8241,3,2023-08-20,2024-08-14,199.99,False,canceled
4125,7780,1,2025-03-23,2025-04-22,9.99,False,expired
4126,4005,3,2025-05-25,2026-05-20,199.99,True,expired
4127,5577,1,2024-01-29,2024-02-28,9.99,True,expired
4128,895,1,2024-11-25,2024-12-25,9.99,False,canceled
4129,6674,1,2024-11-01,2024-12-01,9.99,False,expired
4130,7770,3,2025-05-20,2026-05-15,199.99,False,canceled
4131,7293,3,2024-04-19,2025-04-14,199.99,False,expired
4132,1119,3,2025-01-26,2026-01-21,199.99,False,active
4133,6788,3,2024-08-13,2025-08-08,199.99,True,active
4134,9408,2,2023-09-06,2023-10-06,19.99,False,expired
4135,5375,3,2024-08-03,2025-07-29,199.99,True,expired
4136,1060,1,2024-10-13,2024-11-12,9.99,False,expired
4137,7180,1,2023-08-30,2023-09-29,9.99,True,expired
4138,5443,3,2024-11-09,2025-11-04,199.99,True,active
4139,4601,2,2025-01-14,2025-02-13,19.99,True,canceled
4140,7986,3,2024-06-25,2025-06-20,199.99,False,active
4141,6571,3,2025-03-10,2026-03-05,199.99,True,expired
4142,9559,2,2024-06-25,2024-07-25,19.99,False,canceled
4143,9220,3,2024-01-17,2025-01-11,199.99,False,expired
4144,7615,3,2025-06-24,2026-06-19,199.99,True,expired
4145,7843,3,2024-08-14,2025-08-09,199.99,True,active
4146,334,1,2024-02-22,2024-03-23,9.99,True,active
4147,495,1,2024-11-24,2024-12-24,9.99,False,active
4148,8268,2,2024-09-24,2024-10-24,19.99,False,expired
4149,946,2,2024-04-23,2024-05-23,19.99,True,canceled
4150,1406,2,2024-04-28,2024-05-28,19.99,False,canceled
4151,9604,2,2024-04-01,2024-05-01,19.99,True,canceled
4152,9547,1,2024-10-26,2024-11-25,9.99,False,canceled
4153,1609,3,2024-11-22,2025-11-17,199.99,True,expired
4154,8377,1,2024-04-06,2024-05-06,9.99,True,expired
4155,4345,3,2024-02-19,2025-02-13,199.99,False,expired
4156,7926,1,2023-07-20,2023-08-19,9.99,False,active
4157,2859,2,2023-11-20,2023-12-20,19.99,False,expired
4158,9653,2,2025-06-24,2025-07-24,19.99,False,canceled
4159,2106,3,2025-06-13,2026-06-08,199.99,False,expired
4160,3251,1,2025-01-09,2025-02-08,9.99,False,active
4161,7482,1,2024-01-28,2024-02-27,9.99,False,active
4162,5438,1,2023-11-14,2023-12-14,9.99,True,expired
4163,3558,2,2024-04-09,2024-05-09,19.99,True,active
4164,5367,1,2023-11-23,2023-12-23,9.99,False,canceled
4165,6114,3,2024-10-23,2025-10-18,199.99,False,expired
4166,7931,2,2024-11-04,2024-12-04,19.99,False,active
4167,4108,3,2024-09-04,2025-08-30,199.99,True,canceled
4168,5486,3,2024-03-10,2025-03-05,199.99,False,canceled
4169,788,1,2023-09-10,2023-10-10,9.99,True,active
4170,4908,3,2023-12-10,2024-12-04,199.99,False,expired
4171,1510,2,2025-04-18,2025-05-18,19.99,True,canceled
4172,7822,1,2024-10-08,2024-11-07,9.99,True,expired
4173,489,2,2025-02-20,2025-03-22,19.99,True,expired
4174,9445,3,2024-06-06,2025-06-01,199.99,True,canceled
4175,4329,2,2023-08-05,2023-09-04,19.99,False,expired
4176,6756,3,2024-05-06,2025-05-01,199.99,False,expired
4177,4473,2,2025-06-17,2025-07-17,19.99,True,expired
4178,1477,2,2024-03-13,2024-04-12,19.99,True,active
4179,4749,1,2024-10-02,2024-11-01,9.99,False,canceled
4180,6934,3,2023-11-03,2024-10-28,199.99,True,expired
4181,827,1,2024-01-17,2024-02-16,9.99,True,canceled
4182,3232,2,2024-10-05,2024-11-04,19.99,False,expired
4183,2366,2,2023-08-17,2023-09-16,19.99,False,expired
4184,7299,3,2023-12-11,2024-12-05,199.99,False,canceled
4185,3390,2,2025-01-08,2025-02-07,19.99,True,canceled
4186,9179,1,2025-02-13,2025-03-15,9.99,True,expired
4187,8180,1,2024-07-28,2024-08-27,9.99,True,expired
4188,9755,2,2024-11-08,2024-12-08,19.99,False,canceled
4189,4392,3,2023-11-18,2024-11-12,199.99,False,expired
4190,1180,1,2023-11-28,2023-12-28,9.99,False,active
4191,4265,3,2023-09-25,2024-09-19,199.99,True,expired
4192,6634,3,2024-02-04,2025-01-29,199.99,True,active
4193,9390,2,2024-06-07,2024-07-07,19.99,True,canceled
4194,5469,2,2025-05-25,2025-06-24,19.99,False,canceled
4195,3654,3,2023-08-09,2024-08-03,199.99,True,expired
4196,5217,1,2023-07-04,2023-08-03,9.99,False,canceled
4197,6569,1,2024-04-17,2024-05-17,9.99,True,active
4198,6454,1,2024-11-25,2024-12-25,9.99,False,active
4199,1936,1,2023-11-14,2023-12-14,9.99,False,expired
4200,1266,2,2025-04-30,2025-05-30,19.99,False,active
4201,7297,3,2023-10-16,2024-10-10,199.99,False,expired
4202,909,2,2024-08-17,2024-09-16,19.99,True,active
4203,3351,3,2023-10-28,2024-10-22,199.99,False,active
4204,7806,3,2024-03-14,2025-03-09,199.99,True,expired
4205,6810,2,2025-05-26,2025-06-25,19.99,True,canceled
4206,2674,3,2025-01-26,2026-01-21,199.99,False,expired
4207,8915,2,2024-12-03,2025-01-02,19.99,False,canceled
4208,7682,3,2023-11-28,2024-11-22,199.99,True,canceled
4209,5908,2,2024-05-09,2024-06-08,19.99,True,canceled
4210,1461,1,2023-09-27,2023-10-27,9.99,False,expired
4211,9853,1,2023-07-07,2023-08-06,9.99,False,canceled
4212,8997,1,2024-08-19,2024-09-18,9.99,False,active
4213,814,3,2025-03-20,2026-03-15,199.99,True,expired
4214,4052,1,2023-11-25,2023-12-25,9.99,True,active
4215,2109,2,2024-12-07,2025-01-06,19.99,True,canceled
4216,4290,2,2023-10-05,2023-11-04,19.99,True,active
4217,1055,1,2025-02-08,2025-03-10,9.99,False,expired
4218,8778,2,2025-02-04,2025-03-06,19.99,True,canceled
4219,8188,2,2023-08-01,2023-08-31,19.99,True,expired
4220,2219,3,2024-04-18,2025-04-13,199.99,True,expired
4221,4357,1,2024-03-28,2024-04-27,9.99,False,active
4222,9674,2,2024-01-19,2024-02-18,19.99,False,active
4223,7749,2,2024-08-31,2024-09-30,19.99,False,canceled
4224,9142,3,2023-07-13,2024-07-07,199.99,True,active
4225,3607,3,2025-05-18,2026-05-13,199.99,False,canceled
4226,2125,3,2024-06-30,2025-06-25,199.99,False,expired
4227,8033,3,2025-06-06,2026-06-01,199.99,True,canceled
4228,3195,1,2023-12-25,2024-01-24,9.99,True,active
4229,8962,3,2024-02-24,2025-02-18,199.99,True,expired
4230,3651,1,2023-12-26,2024-01-25,9.99,False,active
4231,8900,2,2025-01-19,2025-02-18,19.99,False,active
4232,6137,3,2024-04-01,2025-03-27,199.99,True,canceled
4233,9808,3,2025-01-29,2026-01-24,199.99,False,canceled
4234,7937,1,2024-11-17,2024-12-17,9.99,False,expired
4235,5076,3,2023-08-16,2024-08-10,199.99,False,canceled
4236,6757,2,2024-07-07,2024-08-06,19.99,False,canceled
4237,555,2,2024-11-28,2024-12-28,19.99,True,expired
4238,4021,1,2023-11-28,2023-12-28,9.99,True,active
4239,9022,2,2024-12-08,2025-01-07,19.99,True,expired
4240,8952,1,2024-08-15,2024-09-14,9.99,False,canceled
4241,6605,3,2023-10-12,2024-10-06,199.99,False,canceled
4242,419,3,2024-01-09,2025-01-03,199.99,False,expired
4243,1821,3,2023-09-30,2024-09-24,199.99,True,canceled
4244,8680,1,2024-05-21,2024-06-20,9.99,True,active
4245,9209,3,2025-04-11,2026-04-06,199.99,False,canceled
4246,9741,2,2024-01-22,2024-02-21,19.99,False,canceled
4247,8185,2,2024-08-29,2024-09-28,19.99,True,expired
4248,3476,2,2024-05-04,2024-06-03,19.99,False,canceled
4249,3177,2,2023-10-19,2023-11-18,19.99,False,canceled
4250,5415,1,2024-02-06,2024-03-07,9.99,True,active
4251,4921,2,2024-05-23,2024-06-22,19.99,False,canceled
4252,9406,2,2024-09-28,2024-10-28,19.99,True,active
4253,7857,3,2023-09-02,2024-08-27,199.99,True,active
4254,7052,1,2024-09-02,2024-10-02,9.99,True,expired
4255,1217,2,2023-08-23,2023-09-22,19.99,True,active
4256,3582,2,2025-04-26,2025-05-26,19.99,False,active
4257,9002,3,2025-03-30,2026-03-25,199.99,False,active
4258,4724,2,2023-12-05,2024-01-04,19.99,True,canceled
4259,2697,1,2024-11-21,2024-12-21,9.99,False,active
4260,5235,3,2024-07-19,2025-07-14,199.99,True,canceled
4261,7754,1,2025-05-19,2025-06-18,9.99,False,active
4262,7835,3,2023-07-29,2024-07-23,199.99,False,active
4263,9752,1,2025-01-05,2025-02-04,9.99,False,canceled
4264,9626,2,2024-05-25,2024-06-24,19.99,False,active
4265,6713,2,2023-07-04,2023-08-03,19.99,True,expired
4266,8727,3,2024-11-20,2025-11-15,199.99,False,expired
4267,1882,3,2024-07-24,2025-07-19,199.99,True,canceled
4268,4884,2,2024-07-30,2024-08-29,19.99,True,canceled
4269,7141,2,2024-12-03,2025-01-02,19.99,True,expired
4270,7229,3,2025-06-25,2026-06-20,199.99,False,expired
4271,7380,2,2024-08-28,2024-09-27,19.99,False,expired
4272,5935,2,2024-08-17,2024-09-16,19.99,True,active
4273,1856,3,2025-03-26,2026-03-21,199.99,False,canceled
4274,4325,3,2024-06-23,2025-06-18,199.99,False,active
4275,7130,1,2025-01-13,2025-02-12,9.99,False,active
4276,5554,2,2025-05-21,2025-06-20,19.99,False,canceled
4277,7811,2,2024-05-19,2024-06-18,19.99,False,active
4278,7186,3,2023-07-31,2024-07-25,199.99,True,active
4279,2321,1,2023-08-22,2023-09-21,9.99,False,expired
4280,7457,2,2024-11-01,2024-12-01,19.99,False,canceled
4281,1192,3,2025-04-16,2026-04-11,199.99,True,expired
4282,9221,3,2024-02-07,2025-02-01,199.99,False,canceled
4283,6117,2,2023-11-06,2023-12-06,19.99,True,active
4284,3071,3,2024-01-14,2025-01-08,199.99,True,expired
4285,467,1,2023-12-31,2024-01-30,9.99,False,expired
4286,202,2,2023-08-04,2023-09-03,19.99,False,canceled
4287,1857,2,2025-05-31,2025-06-30,19.99,True,canceled
4288,5278,3,2024-09-28,2025-09-23,199.99,False,canceled
4289,532,2,2023-12-08,2024-01-07,19.99,True,expired
4290,3672,2,2023-10-15,2023-11-14,19.99,False,active
4291,4759,2,2023-07-18,2023-08-17,19.99,True,expired
4292,7690,1,2023-12-07,2024-01-06,9.99,True,active
4293,9996,1,2024-04-23,2024-05-23,9.99,True,active
4294,6659,2,2024-10-22,2024-11-21,19.99,True,active
4295,6093,1,2024-01-11,2024-02-10,9.99,False,expired
4296,7739,2,2023-07-28,2023-08-27,19.99,True,expired
4297,6488,1,2024-09-05,2024-10-05,9.99,True,expired
4298,1967,3,2025-07-02,2026-06-27,199.99,False,active
4299,8608,2,2024-03-08,2024-04-07,19.99,False,expired
4300,5329,3,2025-01-20,2026-01-15,199.99,False,expired
4301,9045,1,2024-12-20,2025-01-19,9.99,False,active
4302,7620,2,2023-10-18,2023-11-17,19.99,True,active
4303,9634,2,2023-07-20,2023-08-19,19.99,False,active
4304,9520,3,2024-09-05,2025-08-31,199.99,True,canceled
4305,6305,2,2023-12-07,2024-01-06,19.99,True,expired
4306,8185,3,2024-11-19,2025-11-14,199.99,False,expired
4307,5340,2,2024-07-12,2024-08-11,19.99,True,active
4308,4790,2,2023-09-30,2023-10-30,19.99,False,expired
4309,760,2,2024-08-04,2024-09-03,19.99,True,expired
4310,6550,1,2023-12-23,2024-01-22,9.99,True,expired
4311,1339,1,2024-01-22,2024-02-21,9.99,False,expired
4312,3790,3,2023-07-24,2024-07-18,199.99,True,expired
4313,2418,2,2024-06-01,2024-07-01,19.99,False,active
4314,7351,3,2024-02-08,2025-02-02,199.99,True,canceled
4315,4746,2,2024-08-01,2024-08-31,19.99,True,active
4316,5449,3,2024-08-08,2025-08-03,199.99,False,expired
4317,1285,3,2023-12-08,2024-12-02,199.99,False,canceled
4318,8190,1,2023-08-02,2023-09-01,9.99,True,canceled
4319,7243,2,2024-02-29,2024-03-30,19.99,True,expired
4320,9030,3,2025-06-26,2026-06-21,199.99,False,active
4321,4555,3,2024-03-11,2025-03-06,199.99,False,expired
4322,1484,3,2025-01-30,2026-01-25,199.99,False,expired
4323,562,3,2025-01-30,2026-01-25,199.99,False,active
4324,8108,2,2023-10-07,2023-11-06,19.99,False,active
4325,9022,1,2024-06-28,2024-07-28,9.99,False,active
4326,6421,2,2024-03-20,2024-04-19,19.99,False,active
4327,7167,3,2025-04-12,2026-04-07,199.99,True,expired
4328,6078,1,2024-08-04,2024-09-03,9.99,False,expired
4329,394,2,2024-12-02,2025-01-01,19.99,True,active
4330,745,2,2024-07-15,2024-08-14,19.99,False,canceled
4331,2977,1,2025-07-02,2025-08-01,9.99,True,expired
4332,1750,2,2023-09-11,2023-10-11,19.99,False,expired
4333,3971,3,2025-06-03,2026-05-29,199.99,False,active
4334,3001,2,2024-01-23,2024-02-22,19.99,False,active
4335,7370,3,2024-08-09,2025-08-04,199.99,True,active
4336,4732,3,2024-11-26,2025-11-21,199.99,True,canceled
4337,1384,1,2024-02-06,2024-03-07,9.99,False,active
4338,7856,1,2024-10-24,2024-11-23,9.99,True,canceled
4339,3150,3,2024-01-07,2025-01-01,199.99,True,expired
4340,6095,3,2025-04-06,2026-04-01,199.99,True,active
4341,6685,3,2023-11-04,2024-10-29,199.99,False,expired
4342,8223,1,2023-11-04,2023-12-04,9.99,False,expired
4343,2026,2,2024-07-29,2024-08-28,19.99,False,active
4344,3260,3,2025-06-11,2026-06-06,199.99,False,canceled
4345,5505,3,2024-01-04,2024-12-29,199.99,False,active
4346,6539,2,2025-02-18,2025-03-20,19.99,False,canceled
4347,5733,3,2023-07-09,2024-07-03,199.99,False,canceled
4348,3990,3,2024-04-25,2025-04-20,199.99,False,canceled
4349,1647,1,2025-06-03,2025-07-03,9.99,False,expired
4350,7241,2,2023-09-09,2023-10-09,19.99,True,canceled
4351,196,2,2024-11-23,2024-12-23,19.99,True,active
4352,5378,3,2025-03-10,2026-03-05,199.99,True,active
4353,8857,2,2024-11-25,2024-12-25,19.99,False,expired
4354,7333,1,2024-06-21,2024-07-21,9.99,True,canceled
4355,7937,3,2023-10-12,2024-10-06,199.99,False,canceled
4356,7744,3,2024-03-23,2025-03-18,199.99,True,active
4357,8625,1,2025-02-20,2025-03-22,9.99,True,canceled
4358,1871,1,2024-08-04,2024-09-03,9.99,False,active
4359,6060,1,2025-02-07,2025-03-09,9.99,False,expired
4360,4964,3,2025-05-01,2026-04-26,199.99,True,active
4361,6654,2,2025-06-09,2025-07-09,19.99,True,expired
4362,1948,2,2024-04-25,2024-05-25,19.99,True,active
4363,5625,3,2025-02-02,2026-01-28,199.99,False,expired
4364,6266,2,2025-04-29,2025-05-29,19.99,True,active
4365,4662,1,2024-01-16,2024-02-15,9.99,False,canceled
4366,5838,1,2023-07-21,2023-08-20,9.99,True,active
4367,5110,2,2023-08-23,2023-09-22,19.99,False,active
4368,9073,3,2024-11-02,2025-10-28,199.99,True,active
4369,7825,1,2025-02-14,2025-03-16,9.99,False,expired
4370,609,3,2023-10-25,2024-10-19,199.99,False,canceled
4371,9945,2,2024-10-10,2024-11-09,19.99,True,canceled
4372,7162,3,2024-11-28,2025-11-23,199.99,False,expired
4373,8294,1,2025-06-26,2025-07-26,9.99,True,expired
4374,6452,1,2025-03-03,2025-04-02,9.99,True,canceled
4375,4799,2,2023-09-17,2023-10-17,19.99,True,active
4376,4988,2,2024-11-18,2024-12-18,19.99,False,expired
4377,1594,2,2023-08-10,2023-09-09,19.99,True,expired
4378,3620,1,2024-04-18,2024-05-18,9.99,False,active
4379,4863,3,2024-12-25,2025-12-20,199.99,True,canceled
4380,4459,3,2023-07-19,2024-07-13,199.99,False,canceled
4381,4060,3,2025-05-18,2026-05-13,199.99,True,active
4382,572,2,2024-04-20,2024-05-20,19.99,False,active
4383,9695,3,2024-10-19,2025-10-14,199.99,True,canceled
4384,9014,3,2024-12-10,2025-12-05,199.99,False,canceled
4385,2716,2,2024-04-26,2024-05-26,19.99,True,canceled
4386,168,3,2023-11-12,2024-11-06,199.99,False,active
