payment_id,user_id,subscription_id,payment_date,amount,payment_method,status
3336,5529,5472,2024-04-18,9.99,credit_card,failed
3337,9420,8152,2024-07-09,199.99,credit_card,refunded
3338,5102,6131,2025-03-09,19.99,credit_card,failed
3339,4281,3441,2024-01-15,9.99,credit_card,refunded
3340,9445,14493,2025-04-20,9.99,paypal,failed
3341,2570,12629,2024-05-09,19.99,credit_card,success
3342,777,8418,2024-08-18,199.99,paypal,success
3343,4313,6192,2024-11-12,199.99,credit_card,failed
3344,9714,5132,2023-09-12,19.99,paypal,refunded
3345,196,4351,2024-11-25,19.99,credit_card,refunded
3346,300,9293,2024-12-12,9.99,paypal,failed
3347,5617,1930,2024-12-05,9.99,credit_card,failed
3348,3400,3814,2025-03-16,199.99,credit_card,refunded
3349,5597,2134,2023-12-07,199.99,credit_card,refunded
3350,8409,14927,2023-12-04,199.99,paypal,failed
3351,3709,10369,2024-04-21,199.99,credit_card,refunded
3352,9859,9244,2024-10-31,199.99,paypal,refunded
3353,8945,13661,2024-11-11,9.99,credit_card,failed
3354,5834,12777,2023-09-18,19.99,credit_card,success
3355,9288,2157,2025-01-28,19.99,paypal,failed
3356,6327,1957,2024-12-29,19.99,credit_card,success
3357,4024,780,2024-07-17,19.99,credit_card,refunded
3358,9669,3963,2023-08-28,9.99,credit_card,success
3359,7721,1370,2024-10-08,199.99,credit_card,success
3360,9647,9654,2024-05-30,9.99,paypal,refunded
3361,9768,7667,2024-08-15,9.99,paypal,failed
3362,1908,5564,2024-08-22,199.99,credit_card,failed
3363,1242,13445,2025-04-11,9.99,paypal,refunded
3364,2284,9887,2024-12-18,9.99,paypal,failed
3365,4125,11226,2024-11-16,9.99,credit_card,refunded
3366,5345,4977,2024-10-27,19.99,credit_card,refunded
3367,4016,2885,2025-03-02,9.99,credit_card,failed
3368,5597,7138,2024-07-03,19.99,paypal,success
3369,6734,7355,2025-06-28,199.99,credit_card,success
3370,9620,3650,2024-10-29,19.99,credit_card,failed
3371,9169,6900,2025-01-21,9.99,paypal,success
3372,3522,2325,2023-12-21,19.99,credit_card,refunded
3373,329,7998,2024-08-03,9.99,paypal,refunded
3374,6554,9246,2024-04-11,9.99,paypal,success
3375,94,3289,2024-03-21,199.99,credit_card,refunded
3376,3715,7019,2024-01-17,199.99,paypal,refunded
3377,7203,5836,2023-08-25,9.99,paypal,refunded
3378,3279,13723,2023-07-07,9.99,credit_card,failed
3379,8073,4011,2024-01-21,19.99,paypal,failed
3380,7425,9002,2025-03-10,9.99,credit_card,failed
3381,3669,6515,2025-05-29,9.99,credit_card,failed
3382,7893,9229,2023-08-20,199.99,paypal,refunded
3383,6567,1585,2025-01-25,9.99,credit_card,refunded
3384,1208,12124,2025-05-16,9.99,credit_card,refunded
3385,8199,10130,2024-05-02,19.99,paypal,refunded
3386,2893,10477,2024-12-08,9.99,credit_card,refunded
3387,9973,2086,2024-12-12,9.99,paypal,refunded
3388,1908,5702,2024-10-26,19.99,credit_card,refunded
3389,292,4391,2023-08-08,9.99,paypal,success
3390,1134,1765,2023-10-18,19.99,paypal,refunded
3391,8702,5635,2025-02-06,199.99,paypal,success
3392,2895,2307,2023-07-06,199.99,paypal,success
3393,2880,6125,2024-06-21,19.99,paypal,refunded
3394,9334,8362,2023-11-02,19.99,credit_card,success
3395,4213,14873,2024-02-26,19.99,credit_card,refunded
3396,7844,4731,2024-08-21,9.99,credit_card,success
3397,137,13675,2024-12-01,199.99,credit_card,refunded
3398,7740,1880,2024-09-25,9.99,paypal,success
3399,2551,12869,2025-03-30,9.99,paypal,refunded
3400,1060,14041,2024-11-21,199.99,credit_card,refunded
3401,4943,8769,2023-09-14,199.99,paypal,success
3402,9347,1413,2024-02-29,19.99,credit_card,success
3403,1887,1767,2023-11-13,199.99,credit_card,refunded
3404,8442,5496,2024-05-25,199.99,paypal,refunded
3405,6942,9058,2024-08-22,9.99,credit_card,refunded
3406,5130,6301,2024-10-24,199.99,credit_card,refunded
3407,3455,12870,2024-09-28,19.99,paypal,refunded
3408,8707,9912,2024-10-29,9.99,credit_card,failed
3409,4392,5580,2023-09-10,9.99,paypal,failed
3410,5875,10276,2025-03-06,199.99,paypal,failed
3411,1683,36,2024-02-25,19.99,credit_card,refunded
3412,2167,12792,2025-02-16,9.99,paypal,success
3413,1158,7729,2024-05-07,9.99,paypal,success
3414,1000,13199,2023-07-11,9.99,paypal,failed
3415,9180,11850,2024-07-15,19.99,paypal,refunded
3416,1456,13251,2024-11-28,199.99,paypal,success
3417,4339,13803,2024-06-27,9.99,paypal,failed
3418,9311,1977,2023-07-10,199.99,paypal,refunded
3419,5500,2274,2024-10-26,19.99,paypal,failed
3420,1650,10829,2024-10-17,9.99,credit_card,success
3421,8183,9160,2024-04-26,9.99,credit_card,success
3422,9485,1329,2025-04-16,19.99,credit_card,refunded
3423,2860,448,2025-06-24,9.99,credit_card,success
3424,5409,11929,2024-01-16,19.99,credit_card,success
3425,5950,7290,2025-06-12,19.99,paypal,refunded
3426,2739,14988,2024-06-12,199.99,credit_card,failed
3427,3333,6431,2024-12-28,19.99,credit_card,success
3428,1900,68,2025-04-05,9.99,paypal,success
3429,3031,223,2024-08-13,199.99,credit_card,success
3430,4902,12024,2023-08-07,19.99,credit_card,success
3431,9553,2900,2024-06-11,9.99,paypal,success
3432,5091,9181,2025-06-19,9.99,paypal,failed
3433,6007,2963,2024-08-09,9.99,credit_card,success
3434,3691,12800,2024-07-01,9.99,credit_card,success
3435,7561,5493,2023-07-18,19.99,credit_card,refunded
3436,9705,10670,2024-04-11,19.99,credit_card,success
3437,8743,8501,2023-12-10,19.99,credit_card,refunded
3438,8594,12039,2025-03-06,199.99,paypal,failed
3439,244,11061,2024-07-12,9.99,paypal,refunded
3440,2894,13334,2025-01-27,9.99,paypal,failed
3441,754,10107,2025-01-10,9.99,paypal,refunded
3442,1601,3287,2024-05-03,199.99,credit_card,success
3443,1804,3776,2023-12-31,199.99,paypal,refunded
3444,2265,8511,2024-01-19,199.99,paypal,success
3445,3713,936,2024-08-18,199.99,credit_card,success
3446,7847,316,2023-07-31,9.99,paypal,refunded
3447,7274,6449,2024-05-05,9.99,credit_card,failed
3448,3051,2359,2024-09-26,199.99,paypal,success
3449,7603,10554,2024-06-20,9.99,paypal,success
3450,1013,7486,2024-07-04,9.99,paypal,failed
3451,396,2602,2024-02-05,19.99,credit_card,refunded
3452,8515,3301,2025-07-02,9.99,paypal,failed
3453,2017,758,2025-05-30,19.99,credit_card,refunded
3454,2115,1673,2024-04-10,19.99,paypal,failed
3455,5727,769,2023-08-04,199.99,credit_card,refunded
3456,1311,8529,2025-02-17,9.99,credit_card,failed
3457,1839,13663,2024-02-07,199.99,paypal,success
3458,4325,5743,2025-02-25,199.99,credit_card,failed
3459,3923,530,2024-04-14,19.99,credit_card,refunded
3460,2159,2494,2024-05-07,19.99,paypal,failed
3461,1798,20,2024-03-19,19.99,credit_card,success
3462,3865,9744,2024-06-22,19.99,paypal,refunded
3463,2190,12623,2025-04-15,199.99,paypal,failed
3464,6060,4359,2025-02-09,9.99,credit_card,failed
3465,2858,9805,2024-05-16,9.99,paypal,failed
3466,970,14803,2024-09-24,199.99,paypal,failed
3467,7796,8077,2025-01-19,19.99,credit_card,refunded
3468,6208,2476,2024-06-05,199.99,credit_card,failed
3469,5654,7439,2023-07-08,199.99,credit_card,success
3470,7726,1944,2024-12-29,199.99,credit_card,refunded
3471,5486,2286,2025-04-02,199.99,paypal,refunded
3472,1820,8555,2024-09-11,9.99,credit_card,failed
3473,625,6630,2025-07-04,19.99,credit_card,refunded
3474,7032,2089,2023-08-02,9.99,credit_card,failed
3475,4687,13,2023-10-16,19.99,paypal,refunded
3476,3129,6139,2025-03-27,9.99,credit_card,refunded
3477,6726,6297,2025-03-21,9.99,paypal,success
3478,2198,2405,2023-07-24,199.99,credit_card,success
3479,5862,12952,2024-12-24,9.99,credit_card,success
3480,7917,13770,2023-07-06,199.99,paypal,refunded
3481,2473,2501,2023-10-14,9.99,credit_card,failed
3482,3962,11286,2023-10-04,19.99,credit_card,success
3483,6410,2691,2025-05-14,9.99,credit_card,refunded
3484,7393,12131,2024-12-22,19.99,paypal,refunded
3485,7742,8402,2024-01-18,19.99,paypal,failed
3486,672,7449,2025-03-25,9.99,paypal,failed
3487,3831,2014,2023-12-17,199.99,credit_card,failed
3488,1638,259,2025-01-07,9.99,paypal,success
3489,7497,8712,2024-10-01,19.99,paypal,success
3490,3255,11684,2023-07-14,199.99,credit_card,success
3491,5146,13588,2024-06-23,19.99,paypal,refunded
3492,4958,11863,2025-01-09,19.99,credit_card,success
3493,7834,5773,2023-08-11,199.99,credit_card,failed
3494,2740,12190,2025-03-03,9.99,credit_card,success
3495,827,4181,2024-01-19,9.99,paypal,success
3496,2760,8553,2024-03-12,199.99,paypal,refunded
3497,4286,13540,2025-02-06,9.99,credit_card,success
3498,5920,4739,2023-09-14,19.99,paypal,failed
3499,3419,13137,2023-11-20,199.99,credit_card,refunded
3500,6679,3502,2024-05-12,9.99,credit_card,success
3501,9567,1228,2024-08-05,199.99,credit_card,refunded
3502,5477,12472,2023-07-12,19.99,paypal,failed
3503,549,542,2024-05-06,19.99,credit_card,success
3504,8751,8108,2024-11-16,19.99,credit_card,refunded
3505,9195,14815,2024-04-21,9.99,credit_card,refunded
3506,2987,6259,2023-07-23,199.99,credit_card,refunded
3507,5233,1395,2023-12-07,199.99,credit_card,refunded
3508,4872,10945,2025-04-02,199.99,credit_card,refunded
3509,394,13971,2024-03-01,9.99,credit_card,failed
3510,9108,10367,2024-11-19,199.99,paypal,success
3511,2768,3843,2024-01-15,9.99,paypal,refunded
3512,4351,6129,2025-04-12,199.99,paypal,failed
3513,4715,7559,2024-12-26,19.99,credit_card,success
3514,4936,3561,2025-02-16,19.99,credit_card,success
3515,5597,7138,2024-07-03,19.99,paypal,failed
3516,2401,12964,2024-12-31,199.99,credit_card,success
3517,2112,2512,2025-02-17,9.99,credit_card,success
3518,5354,470,2025-04-04,9.99,paypal,failed
3519,1814,3853,2023-11-09,19.99,credit_card,refunded
3520,6960,7166,2024-05-11,19.99,paypal,success
3521,7401,9622,2024-01-27,19.99,paypal,refunded
3522,5861,10203,2024-01-16,19.99,paypal,refunded
3523,5699,4008,2024-05-20,199.99,credit_card,refunded
3524,3725,11398,2025-01-02,199.99,paypal,failed
3525,102,11316,2024-02-24,9.99,paypal,failed
3526,6109,2048,2025-02-11,9.99,credit_card,failed
3527,9648,6906,2023-08-24,19.99,credit_card,success
3528,8900,5532,2024-05-06,9.99,paypal,refunded
3529,9436,10549,2025-04-03,9.99,credit_card,success
3530,1910,8593,2024-03-18,9.99,credit_card,success
3531,7647,3606,2024-12-24,199.99,credit_card,failed
3532,3714,7737,2023-09-03,9.99,paypal,success
3533,6790,7080,2025-04-06,19.99,paypal,refunded
3534,2306,10513,2025-02-12,9.99,credit_card,success
3535,916,5186,2024-07-12,199.99,paypal,failed
3536,4983,9021,2023-08-25,19.99,credit_card,failed
3537,8574,10530,2024-01-27,199.99,paypal,refunded
3538,3872,13827,2023-07-26,199.99,paypal,failed
3539,6401,10196,2024-01-12,19.99,paypal,refunded
3540,1922,8169,2024-08-27,19.99,credit_card,failed
3541,2142,6190,2025-03-21,199.99,paypal,failed
3542,1565,12408,2023-10-09,19.99,credit_card,refunded
3543,7265,13925,2024-01-24,199.99,paypal,refunded
3544,7846,9085,2023-07-28,19.99,paypal,success
3545,1168,7926,2023-12-23,19.99,paypal,failed
3546,4250,14476,2025-06-22,19.99,paypal,success
3547,8398,8772,2025-05-03,19.99,paypal,refunded
3548,2219,2858,2024-03-27,9.99,credit_card,success
3549,1656,8753,2024-05-07,19.99,paypal,success
3550,1744,12614,2023-11-17,19.99,credit_card,refunded
3551,243,1179,2024-12-14,9.99,paypal,refunded
3552,470,5701,2023-10-03,199.99,credit_card,refunded
3553,6131,4483,2024-11-30,9.99,paypal,failed
3554,305,10920,2023-08-08,9.99,paypal,success
3555,5658,3573,2025-06-09,19.99,paypal,failed
3556,6079,11493,2023-08-28,19.99,credit_card,success
3557,5550,11135,2024-03-28,9.99,credit_card,success
3558,7508,5558,2025-06-11,9.99,paypal,failed
3559,9826,7878,2023-08-14,9.99,credit_card,failed
3560,6514,9693,2025-05-29,19.99,paypal,failed
3561,7223,3165,2025-05-03,19.99,credit_card,refunded
3562,5792,10004,2024-02-13,19.99,paypal,success
3563,938,4575,2025-06-18,199.99,paypal,failed
3564,3476,5071,2023-08-26,19.99,paypal,success
3565,8943,10685,2023-12-07,9.99,credit_card,success
3566,6349,7641,2023-09-18,199.99,paypal,failed
3567,2248,14373,2024-06-13,9.99,credit_card,refunded
3568,9616,666,2024-06-06,19.99,paypal,success
3569,8205,4556,2024-06-03,19.99,paypal,refunded
3570,1471,10626,2023-09-16,9.99,paypal,success
3571,1208,12124,2025-05-16,9.99,paypal,refunded
3572,6760,14223,2024-09-20,199.99,credit_card,failed
3573,7850,14283,2023-08-06,19.99,paypal,failed
3574,4961,9443,2024-04-28,199.99,paypal,failed
3575,464,8690,2023-11-07,9.99,paypal,refunded
3576,3319,3774,2024-07-19,9.99,paypal,success
3577,8213,12908,2024-06-07,199.99,paypal,refunded
3578,8670,3312,2024-03-20,199.99,credit_card,refunded
3579,8029,2251,2024-03-05,19.99,credit_card,success
3580,3084,8947,2023-10-29,9.99,credit_card,failed
3581,5197,8495,2024-02-12,9.99,paypal,success
3582,6429,6937,2025-06-23,199.99,credit_card,refunded
3583,7722,7180,2025-04-13,199.99,paypal,success
3584,9547,4152,2024-10-28,9.99,paypal,success
3585,4200,6681,2023-11-05,9.99,credit_card,refunded
3586,9960,13977,2024-09-14,199.99,credit_card,failed
3587,3048,7701,2024-03-18,199.99,credit_card,refunded
3588,6997,2313,2023-09-25,19.99,credit_card,refunded
3589,4796,14523,2024-07-07,19.99,paypal,refunded
3590,3442,13102,2024-06-14,19.99,credit_card,success
3591,2584,10262,2024-05-26,19.99,credit_card,failed
3592,477,9362,2024-06-24,199.99,credit_card,refunded
3593,7485,2973,2024-11-27,9.99,credit_card,refunded
3594,503,12411,2024-07-05,9.99,credit_card,refunded
3595,585,14562,2024-09-15,9.99,paypal,failed
3596,2317,13992,2024-05-24,199.99,credit_card,success
3597,3698,7853,2023-09-24,19.99,paypal,refunded
3598,9531,7643,2024-09-19,199.99,paypal,success
3599,9179,5844,2024-02-13,19.99,paypal,refunded
3600,8218,13235,2025-04-02,199.99,credit_card,success
3601,8007,7619,2024-08-14,19.99,credit_card,refunded
3602,1211,1236,2023-08-21,19.99,paypal,success
3603,9339,5042,2025-04-13,19.99,paypal,failed
3604,4525,6686,2024-07-04,199.99,paypal,refunded
3605,2643,9665,2025-01-16,19.99,credit_card,failed
3606,3458,14260,2023-09-21,9.99,credit_card,failed
3607,2195,12445,2023-09-02,9.99,paypal,failed
3608,9361,7190,2024-05-06,199.99,paypal,failed
3609,3351,5363,2024-02-22,199.99,credit_card,success
3610,1134,1765,2023-10-18,19.99,paypal,refunded
3611,2950,9144,2023-10-03,199.99,paypal,failed
3612,5247,5914,2025-05-17,199.99,paypal,failed
3613,6421,5478,2024-02-28,9.99,paypal,success
3614,6266,3505,2024-07-30,19.99,credit_card,success
3615,1837,7462,2023-09-10,199.99,credit_card,failed
3616,801,11336,2023-11-10,199.99,credit_card,success
3617,6647,13579,2024-06-20,199.99,paypal,failed
3618,1778,3111,2025-02-20,9.99,paypal,refunded
3619,8498,7691,2024-01-05,199.99,credit_card,failed
3620,3995,1246,2024-05-17,9.99,paypal,success
3621,4509,2369,2024-11-29,9.99,paypal,success
3622,5830,8189,2025-06-05,19.99,credit_card,success
3623,840,13779,2024-11-23,19.99,credit_card,refunded
3624,2219,4220,2024-04-20,199.99,paypal,failed
3625,2859,11170,2023-10-11,19.99,paypal,failed
3626,5983,9452,2023-08-17,19.99,paypal,success
3627,462,7060,2023-12-19,19.99,credit_card,failed
3628,7565,2336,2023-11-27,19.99,paypal,failed
3629,4385,8523,2024-12-04,19.99,credit_card,refunded
3630,2366,4183,2023-08-19,19.99,credit_card,refunded
3631,7424,7409,2024-10-07,199.99,paypal,failed
3632,9469,2629,2024-08-06,9.99,credit_card,success
3633,1463,9105,2024-01-24,9.99,paypal,success
3634,7771,11184,2024-01-29,9.99,credit_card,refunded
3635,7751,6750,2024-10-13,199.99,paypal,failed
3636,8558,6278,2023-09-16,19.99,paypal,failed
3637,8246,1519,2025-03-11,199.99,paypal,refunded
3638,7571,3546,2025-05-03,9.99,paypal,success
3639,7137,4083,2024-10-07,199.99,paypal,success
3640,728,11053,2024-04-04,19.99,credit_card,refunded
3641,4727,2411,2025-06-07,199.99,credit_card,refunded
3642,5240,10024,2024-06-28,19.99,credit_card,failed
3643,9648,6697,2023-08-14,19.99,paypal,refunded
3644,7986,4140,2024-06-27,199.99,paypal,failed
3645,1370,13450,2024-06-07,19.99,credit_card,failed
3646,1424,11570,2023-10-30,9.99,paypal,refunded
3647,8381,8196,2024-01-01,199.99,credit_card,refunded
3648,1088,7740,2024-07-06,9.99,paypal,refunded
3649,1570,2513,2024-08-02,9.99,paypal,refunded
3650,5220,4588,2025-02-02,9.99,credit_card,failed
3651,6482,14881,2024-07-30,19.99,credit_card,refunded
3652,8814,6061,2024-05-30,9.99,credit_card,refunded
3653,3872,1044,2025-03-17,19.99,paypal,refunded
3654,1798,20,2024-03-19,19.99,paypal,refunded
3655,467,11233,2023-10-24,19.99,paypal,failed
3656,3773,6980,2024-01-21,9.99,paypal,refunded
3657,7906,2650,2024-10-03,199.99,paypal,success
3658,6151,8907,2024-08-22,9.99,paypal,success
3659,6093,4295,2024-01-13,9.99,paypal,success
3660,8832,5239,2025-04-19,19.99,credit_card,success
3661,3783,1836,2023-07-26,9.99,paypal,refunded
3662,595,3721,2025-06-26,199.99,credit_card,failed
3663,4063,5889,2025-01-01,9.99,credit_card,failed
3664,8045,14889,2025-05-13,199.99,credit_card,failed
3665,3806,3335,2023-12-21,19.99,credit_card,failed
3666,2365,9855,2024-09-29,19.99,paypal,success
3667,3591,7687,2025-02-01,199.99,paypal,refunded
3668,7381,8847,2024-02-21,9.99,credit_card,failed
3669,8862,891,2025-05-04,9.99,credit_card,refunded
3670,4717,13761,2023-08-18,9.99,paypal,refunded
3671,8445,12909,2024-09-06,199.99,credit_card,success
3672,3315,14086,2025-04-22,9.99,credit_card,refunded
3673,1941,5282,2023-07-05,9.99,paypal,failed
3674,7220,337,2023-08-26,199.99,credit_card,failed
3675,5303,10308,2025-03-16,199.99,credit_card,success
3676,7764,9621,2024-12-31,9.99,credit_card,failed
3677,3114,11368,2023-08-14,9.99,paypal,refunded
3678,5227,13657,2023-11-26,199.99,credit_card,refunded
3679,3182,12370,2025-03-13,19.99,credit_card,success
3680,339,7450,2024-10-10,9.99,paypal,failed
3681,8088,10146,2025-03-05,9.99,paypal,failed
3682,7993,10014,2024-10-09,19.99,paypal,failed
3683,2272,3534,2024-08-11,19.99,credit_card,refunded
3684,9686,1591,2024-09-25,9.99,credit_card,success
3685,8076,1797,2024-04-26,9.99,paypal,success
3686,1311,8529,2025-02-17,9.99,paypal,success
3687,2740,12190,2025-03-03,9.99,credit_card,success
3688,8733,1185,2023-08-06,9.99,credit_card,success
3689,2422,9820,2025-02-17,19.99,credit_card,failed
3690,8076,1797,2024-04-26,9.99,credit_card,success
3691,6372,11272,2023-12-13,19.99,credit_card,refunded
3692,1477,12830,2024-07-18,199.99,paypal,failed
3693,1910,6242,2023-11-19,199.99,paypal,failed
3694,8365,354,2023-09-12,19.99,paypal,failed
3695,5354,470,2025-04-04,9.99,paypal,failed
3696,2808,13539,2024-06-19,19.99,credit_card,refunded
3697,6773,2197,2024-03-13,199.99,credit_card,failed
3698,4692,8070,2024-04-02,9.99,credit_card,failed
3699,9485,1329,2025-04-16,19.99,credit_card,failed
3700,9187,8110,2024-12-06,19.99,credit_card,refunded
3701,8929,10327,2025-04-20,199.99,paypal,refunded
3702,3328,5020,2024-11-04,9.99,paypal,success
3703,5518,6483,2024-11-01,9.99,paypal,failed
3704,915,1317,2024-11-08,199.99,paypal,failed
3705,3322,12531,2024-09-12,199.99,credit_card,success
3706,8629,7448,2023-10-16,19.99,paypal,failed
3707,5931,11931,2025-04-10,9.99,paypal,refunded
3708,3763,3453,2024-01-02,9.99,credit_card,success
3709,6863,485,2025-04-28,19.99,credit_card,refunded
3710,5554,10279,2024-09-29,199.99,paypal,refunded
3711,9941,3136,2024-03-30,9.99,paypal,success
3712,2393,7501,2024-01-03,9.99,credit_card,refunded
3713,2784,6713,2024-03-18,9.99,paypal,failed
3714,2480,1571,2024-06-17,19.99,credit_card,success
3715,4134,11699,2023-09-12,19.99,paypal,failed
3716,9311,15,2025-02-12,199.99,paypal,failed
3717,8268,4148,2024-09-26,19.99,paypal,success
3718,2480,13516,2023-10-01,9.99,paypal,success
3719,1910,8593,2024-03-18,9.99,credit_card,failed
3720,1971,12988,2025-05-15,9.99,credit_card,refunded
3721,5994,38,2025-02-13,199.99,credit_card,failed
3722,5993,2010,2023-08-25,199.99,credit_card,failed
3723,9939,11374,2024-07-26,199.99,paypal,refunded
3724,8614,9508,2024-02-28,19.99,credit_card,refunded
3725,2269,14837,2024-04-12,19.99,credit_card,failed
3726,6337,1718,2024-12-21,9.99,credit_card,failed
3727,6023,12826,2024-10-06,199.99,paypal,failed
3728,1874,9920,2024-06-24,199.99,paypal,refunded
3729,4186,11562,2024-10-24,9.99,paypal,failed
3730,4641,7673,2025-01-27,19.99,credit_card,success
3731,783,7742,2025-05-10,9.99,credit_card,success
3732,1134,14496,2025-06-16,199.99,paypal,refunded
3733,260,5490,2023-10-22,199.99,paypal,success
3734,4770,840,2025-03-09,19.99,paypal,success
3735,9669,5387,2025-02-05,199.99,paypal,refunded
3736,8871,11673,2024-06-26,199.99,paypal,failed
3737,476,13873,2025-05-15,9.99,credit_card,success
3738,9770,8083,2024-03-22,199.99,credit_card,refunded
3739,9440,10828,2023-09-26,199.99,credit_card,success
3740,5085,5045,2024-02-04,9.99,paypal,failed
3741,754,2127,2025-03-02,9.99,credit_card,refunded
3742,3390,10178,2024-02-24,19.99,credit_card,refunded
3743,4560,4602,2023-09-24,199.99,credit_card,refunded
3744,533,256,2024-08-06,199.99,credit_card,success
3745,5572,10579,2024-07-06,9.99,credit_card,refunded
3746,4506,12431,2023-12-31,19.99,paypal,failed
3747,9707,1954,2024-05-30,199.99,paypal,failed
3748,1140,9376,2025-01-22,199.99,credit_card,failed
3749,1033,14779,2023-10-18,9.99,paypal,refunded
3750,941,9627,2023-07-31,199.99,credit_card,refunded
3751,4620,10349,2024-10-04,9.99,paypal,refunded
3752,923,8383,2024-06-20,9.99,paypal,refunded
3753,8552,8909,2023-09-16,199.99,credit_card,refunded
3754,7304,1947,2024-07-09,9.99,paypal,failed
3755,9983,7442,2025-05-20,199.99,credit_card,failed
3756,8136,1838,2024-05-27,9.99,paypal,success
3757,5868,10901,2023-12-12,199.99,credit_card,failed
3758,6537,6941,2024-10-25,9.99,credit_card,failed
3759,3275,12354,2023-11-14,9.99,credit_card,refunded
3760,6224,13841,2025-01-05,19.99,credit_card,failed
3761,3182,10437,2023-12-22,19.99,paypal,refunded
3762,1701,1251,2024-05-31,19.99,paypal,success
3763,5543,3904,2024-11-06,9.99,credit_card,refunded
3764,5846,10406,2024-10-10,19.99,credit_card,refunded
3765,6601,8598,2023-09-11,199.99,credit_card,success
3766,8998,8641,2024-05-02,19.99,paypal,success
3767,1205,4388,2024-01-19,19.99,credit_card,refunded
3768,8365,354,2023-09-12,19.99,credit_card,success
3769,821,11701,2024-01-24,19.99,credit_card,refunded
3770,7750,11220,2025-06-12,9.99,credit_card,refunded
3771,6581,8647,2024-01-28,9.99,paypal,failed
3772,308,748,2025-03-16,19.99,credit_card,success
3773,8175,6354,2024-04-02,9.99,paypal,failed
3774,5223,10672,2024-08-26,9.99,paypal,refunded
3775,8937,5598,2025-01-20,199.99,paypal,failed
3776,2560,1601,2024-04-14,9.99,paypal,refunded
3777,2146,13254,2024-03-14,199.99,credit_card,success
3778,1600,8614,2025-01-21,9.99,credit_card,failed
3779,8209,10104,2025-05-04,199.99,credit_card,success
3780,5283,6597,2025-04-13,9.99,paypal,failed
3781,1751,3966,2024-03-17,19.99,credit_card,success
3782,5937,6014,2024-01-29,9.99,credit_card,failed
3783,9497,78,2024-06-06,199.99,credit_card,success
3784,527,3395,2025-03-22,19.99,paypal,refunded
3785,6963,8068,2024-05-27,199.99,paypal,failed
3786,8685,951,2024-02-08,199.99,paypal,failed
3787,9412,14757,2024-12-06,199.99,paypal,success
3788,343,11556,2023-10-09,199.99,credit_card,success
3789,495,4147,2024-11-26,9.99,paypal,failed
3790,9822,10124,2025-05-29,199.99,paypal,success
3791,1455,2318,2023-11-01,9.99,credit_card,failed
3792,4125,11226,2024-11-16,9.99,paypal,refunded
3793,6559,14754,2024-09-12,9.99,credit_card,failed
3794,808,7696,2023-10-13,9.99,paypal,success
3795,4787,3803,2025-03-13,199.99,credit_card,refunded
3796,5841,9704,2024-03-28,9.99,credit_card,refunded
3797,8855,7946,2024-02-20,9.99,credit_card,success
3798,6496,13405,2023-09-24,9.99,paypal,success
3799,918,9269,2024-01-15,19.99,credit_card,refunded
3800,8931,14879,2024-04-01,199.99,paypal,success
3801,2461,12739,2025-04-21,9.99,credit_card,refunded
3802,6651,2449,2024-09-22,19.99,paypal,refunded
3803,4158,515,2024-10-02,19.99,credit_card,failed
3804,7500,13167,2023-10-25,199.99,paypal,refunded
3805,2413,11907,2023-08-29,19.99,credit_card,failed
3806,5016,5406,2024-08-20,199.99,credit_card,failed
3807,9726,10656,2025-05-16,199.99,paypal,failed
3808,4488,10246,2023-07-10,19.99,paypal,failed
3809,8200,763,2023-12-25,19.99,paypal,refunded
3810,78,1893,2023-10-24,9.99,credit_card,refunded
3811,2670,13586,2024-07-10,9.99,paypal,success
3812,4712,5485,2023-08-12,199.99,paypal,refunded
3813,3155,1806,2025-06-02,9.99,credit_card,success
3814,2947,13464,2025-04-29,9.99,credit_card,failed
3815,1632,10667,2025-01-18,199.99,credit_card,success
3816,3493,5221,2025-04-07,199.99,paypal,failed
3817,7234,2690,2023-09-01,199.99,paypal,failed
3818,7545,9149,2024-02-26,199.99,credit_card,success
3819,7843,12092,2025-01-30,199.99,credit_card,refunded
3820,3309,6220,2024-05-20,9.99,paypal,failed
3821,8480,5717,2024-12-26,199.99,paypal,failed
3822,5052,5324,2024-11-20,9.99,credit_card,success
3823,4816,12651,2024-03-21,9.99,credit_card,success
3824,4887,3260,2024-06-25,199.99,credit_card,success
3825,2766,5988,2025-06-01,199.99,paypal,refunded
3826,7365,3333,2024-07-15,19.99,paypal,success
3827,8517,11445,2024-08-03,199.99,paypal,success
3828,5009,2846,2025-02-08,199.99,credit_card,failed
3829,4044,1830,2024-05-13,19.99,credit_card,failed
3830,3089,13667,2024-07-09,199.99,paypal,failed
3831,2826,1889,2025-05-13,199.99,credit_card,success
3832,6334,1609,2023-09-02,9.99,paypal,failed
3833,4732,10664,2024-04-06,9.99,paypal,success
3834,1548,8664,2024-09-28,199.99,credit_card,refunded
3835,4489,10782,2024-04-07,9.99,credit_card,success
3836,8230,11059,2024-10-03,199.99,credit_card,failed
3837,4344,2288,2024-05-20,19.99,paypal,failed
3838,4762,10821,2023-11-09,9.99,paypal,failed
3839,7212,12906,2025-03-11,199.99,paypal,success
3840,756,9993,2025-06-23,199.99,credit_card,refunded
3841,9154,12273,2024-06-01,199.99,credit_card,failed
3842,3744,7062,2024-09-08,19.99,paypal,success
3843,4689,3379,2025-02-22,199.99,credit_card,success
3844,9746,2880,2025-03-23,199.99,credit_card,success
3845,96,9030,2024-05-16,9.99,paypal,refunded
