id,user_id,subscription_id,promo_id,applied_date
829,5825,13790,23,2024-07-24
830,312,4599,27,2025-05-02
831,2118,14632,31,2024-12-31
832,5196,10958,10,2024-07-02
833,8394,7209,8,2024-06-27
834,1663,9711,43,2025-05-05
835,6214,5533,46,2023-08-17
836,2157,12227,5,2024-04-28
837,6552,1584,24,2025-02-12
838,4314,11952,37,2024-09-18
839,2818,3395,10,2025-03-22
840,8035,14844,28,2025-04-03
841,9738,10277,40,2024-06-02
842,2497,5215,8,2024-12-23
843,7325,1749,36,2024-10-15
844,9104,7734,24,2025-01-25
845,1126,14676,30,2025-03-15
846,2919,6542,48,2025-01-09
847,9885,656,17,2024-09-17
848,8246,3593,22,2024-01-06
849,8248,9929,47,2025-01-15
850,4191,7793,1,2023-10-12
851,1131,7668,49,2024-08-15
852,9004,1235,19,2024-09-11
853,930,11601,26,2025-01-24
854,1026,8992,34,2025-04-13
855,4724,3931,11,2025-04-17
856,5398,5884,29,2024-04-18
857,481,7283,12,2024-11-05
858,3102,5349,20,2025-06-15
859,6934,4971,27,2024-05-30
860,7507,275,38,2024-10-16
861,4652,11009,47,2023-10-13
862,6845,5458,25,2025-03-12
863,9820,10676,3,2024-03-23
864,9417,7008,17,2024-09-27
865,5498,13582,10,2024-06-13
866,4254,12765,37,2025-07-01
867,1731,1109,47,2024-09-05
868,8087,3473,31,2023-07-13
869,2360,5985,6,2025-03-29
870,4368,150,28,2024-06-10
871,496,7058,24,2025-05-21
872,6810,12449,16,2025-01-19
873,5805,12094,19,2024-10-04
874,1893,9971,33,2023-11-07
875,7834,12764,10,2025-05-24
876,2630,12651,14,2024-03-21
877,3610,5239,10,2025-04-19
878,5565,9999,36,2025-01-04
879,9847,703,22,2024-01-22
880,1270,9036,29,2024-12-07
881,6655,13543,8,2024-05-18
882,4579,1749,47,2024-10-15
883,4141,13929,48,2023-08-14
884,4724,4721,48,2024-03-09
885,4369,8097,34,2023-07-30
886,5141,9361,34,2024-08-18
887,6186,5314,46,2024-09-08
888,6919,1581,24,2023-11-04
889,6323,11296,15,2023-08-21
890,4319,7976,3,2025-03-13
891,7983,6382,3,2024-02-16
892,2792,14114,31,2024-04-19
893,9440,1303,13,2024-06-14
894,9183,12080,45,2023-10-03
895,3591,140,32,2024-07-07
896,4126,10010,48,2024-06-30
897,5681,14199,23,2023-11-29
898,1181,6481,49,2024-12-03
899,6664,12523,39,2024-12-10
900,7439,1359,18,2024-08-22
901,7598,7724,38,2023-12-01
902,7633,3010,17,2024-09-06
903,1243,3165,2,2025-05-03
904,9748,7808,22,2024-03-15
905,4799,1029,49,2025-05-02
906,8678,10654,21,2025-04-07
907,9765,7411,45,2023-12-24
908,2039,12034,10,2024-02-08
909,9579,10151,48,2023-10-26
910,3374,2104,26,2025-06-29
911,9309,9488,9,2024-11-23
912,1708,539,5,2024-07-23
913,1059,11823,42,2025-01-11
914,2396,8157,17,2023-12-27
915,5246,8858,33,2023-09-17
916,9298,5220,23,2024-06-15
917,7369,9452,47,2023-08-17
918,4624,7845,16,2024-09-07
919,1170,6237,14,2024-07-13
920,3447,1857,25,2024-01-11
921,1889,12516,25,2023-10-14
922,9948,2582,27,2025-04-26
923,2155,14926,13,2023-08-11
924,9848,13279,5,2023-08-14
925,9249,9067,44,2023-12-03
926,6771,2223,29,2023-09-14
927,6835,156,21,2024-09-01
928,1545,14400,48,2025-01-01
929,7361,12060,7,2024-01-05
930,4795,4951,45,2024-02-19
931,5310,1771,45,2025-06-14
932,879,14653,5,2025-05-10
933,8945,2360,41,2024-01-31
934,1769,6920,29,2024-02-29
935,1236,1631,19,2024-06-24
936,6508,9886,19,2023-09-01
937,8171,12719,23,2024-02-21
938,2995,9799,22,2024-05-20
939,3696,3218,11,2024-08-17
940,6415,9304,22,2023-12-11
941,8919,9944,45,2025-01-24
942,5118,14945,3,2024-05-01
943,5904,2575,50,2025-03-24
944,7335,1835,29,2025-05-25
945,7662,3169,41,2025-02-20
946,8828,12328,11,2023-11-13
947,1966,6812,7,2025-03-13
948,9881,14003,18,2024-08-14
949,6689,7765,37,2024-10-18
950,1829,4602,16,2023-09-24
951,8877,3900,3,2025-06-22
952,6938,2077,25,2024-08-27
953,5862,8184,34,2025-04-12
954,8813,1452,19,2025-05-12
955,7564,5025,3,2024-11-13
956,6307,6653,3,2025-01-25
957,6720,14495,41,2023-10-30
958,9069,12675,28,2023-08-07
959,666,9163,41,2025-04-30
960,3257,3230,4,2025-04-25
961,27,6014,46,2024-01-29
962,2803,3182,47,2024-11-08
963,920,11349,41,2025-05-22
964,7057,7809,32,2023-08-11
965,4120,10052,20,2025-04-29
966,9979,4623,27,2024-06-12
967,4412,7850,33,2023-09-21
968,9716,3778,20,2024-01-02
969,9592,1830,50,2024-05-13
970,2100,13713,44,2023-10-11
971,3532,4256,24,2025-04-28
972,1903,14650,36,2024-09-15
973,1545,628,29,2024-10-14
974,8711,7460,33,2024-01-22
975,7841,1642,35,2023-09-16
976,7098,9256,6,2024-01-15
977,5849,10696,38,2023-11-18
978,6011,13332,12,2025-02-18
979,1701,141,20,2024-11-03
980,1406,156,49,2024-09-01
981,6450,9672,12,2023-12-04
982,8642,13551,24,2024-05-10
983,7227,8097,34,2023-07-30
984,1436,13379,18,2025-06-29
985,4412,573,44,2025-02-10
986,3213,6291,49,2024-03-01
987,3805,8336,8,2024-08-05
988,166,5968,11,2023-09-09
989,1022,2384,18,2025-05-15
990,9987,9593,17,2024-11-03
991,4,8730,24,2024-10-29
992,7026,10032,46,2025-02-07
993,7939,1898,11,2024-01-30
994,3126,13080,32,2024-04-27
995,1141,8261,7,2024-05-23
996,239,7831,44,2023-09-25
997,5507,5900,2,2024-06-17
998,9429,10514,24,2023-07-25
999,2773,6722,43,2024-12-07
